County,State,Population,Valid_ballots,Voter_turnout,Democrats,Republicans,Democrats_vote_share,Republicans_vote_share
Lincoln County,Maine,33974,21503,63.29251781,10241,9727,47.62591266,45.23554853
Oxford County,Maine,57322,31201,54.43110847,12172,16210,39.01157014,51.95346303
Penobscot County,Maine,151333,80540,53.22038154,32838,41622,40.77228706,51.67866898
Piscataquis County,Maine,16910,9182,54.29923122,3098,5406,33.73992594,58.87606186
Sagadahoc County,Maine,35156,21616,61.48594834,10664,9304,49.33382679,43.04219097
Somerset County,Maine,50546,26064,51.56491117,9092,15001,34.88336403,57.55448128
Waldo County,Maine,39429,22707,57.58959142,10440,10378,45.97701149,45.70396794
Washington County,Maine,31603,16365,51.78305857,6075,9093,37.12190651,55.56370302
York County,Maine,202565,114274,56.4134969,55844,50403,48.86850902,44.10714598
Allegany County,Maryland,72053,30654,42.54368312,7875,21270,25.6899589,69.38735565
Anne Arundel County,Maryland,567254,270081,47.6120045,128419,122403,47.54832809,45.32084819
Baltimore County,Maryland,828682,390682,47.14498445,218412,149477,55.9053143,38.26052902
Calvert County,Maryland,91052,47408,52.06695075,18225,26176,38.44287884,55.21430982
Caroline County,Maryland,32840,14113,42.97503045,4009,9368,28.40643378,66.37851626
Carroll County,Maryland,167100,91848,54.96588869,26567,58215,28.92496298,63.38189182
Cecil County,Maryland,102487,45269,44.17048016,13650,28868,30.15308489,63.76990877
Charles County,Maryland,157292,78303,49.78193424,49341,25614,63.01291138,32.71139037
Dorchester County,Maryland,32276,15225,47.17127277,6245,8413,41.0180624,55.25779967
Frederick County,Maryland,246999,125677,50.88158252,56522,59522,44.9740207,47.36109232
Garrett County,Maryland,29358,14011,47.72464064,2567,10776,18.32131896,76.9109985
Harford County,Maryland,250370,133672,53.38978312,47077,77860,35.21829553,58.24705249
Howard County,Maryland,315416,162193,51.42193167,102597,47484,63.25612079,29.27623264
Kent County,Maryland,19666,10021,50.95596461,4575,4876,45.65412633,48.65781858
Montgomery County,Maryland,1038846,478873,46.0966303,357837,92704,74.72482266,19.35878615
Prince George's County,Maryland,908501,390385,42.97023338,344049,32811,88.1306915,8.404779897
Queen Anne's County,Maryland,49063,26523,54.05906691,7973,16993,30.06070203,64.06892131
St. Mary's County,Maryland,111750,49842,44.60134228,17534,28663,35.17916617,57.50772441
Somerset County,Maryland,25839,9900,38.31417625,4196,5341,42.38383838,53.94949495
Talbot County,Maryland,37135,20553,55.34670796,8653,10724,42.10090984,52.17729772
Washington County,Maryland,149602,65991,44.1110413,21129,40998,32.01800245,62.12665363
Wicomico County,Maryland,102041,42547,41.69598495,18050,22198,42.42367264,52.17289116
Worcester County,Maryland,51475,28273,54.92569208,9753,17210,34.49580872,60.87079546
Baltimore city,Maryland,616226,239402,38.84970774,202673,25205,84.65802291,10.52831639
Barnstable County,Massachusetts,213559,133862,62.68150722,72430,54099,54.10796193,40.41400846
Berkshire County,Massachusetts,127067,64803,50.99907923,43714,16839,67.45675355,25.98490811
Bristol County,Massachusetts,558070,248959,44.61071192,129540,105443,52.03266401,42.35356022
Dukes County,Massachusetts,17315,11502,66.42795264,8400,2477,73.03077726,21.53538515
Essex County,Massachusetts,779847,379868,48.71058041,222310,136316,58.52296061,35.88509693
Franklin County,Massachusetts,70622,38177,54.05822548,24478,10364,64.11713859,27.14723525
Hampden County,Massachusetts,467778,203117,43.42166583,112590,78685,55.43110621,38.73875648
Hampshire County,Massachusetts,161404,82956,51.39649575,55367,21790,66.74261054,26.26693669
Middlesex County,Massachusetts,1594664,784034,49.16609392,520360,219793,66.36957071,28.03360569
Nantucket County,Massachusetts,11100,6406,57.71171171,4146,1892,64.72057446,29.53481111
Norfolk County,Massachusetts,697079,361562,51.86815268,221819,119723,61.3501972,33.11271649
Plymouth County,Massachusetts,512207,266863,52.10061557,135513,115369,50.77998823,43.23154577
Suffolk County,Massachusetts,792576,308741,38.95411923,245751,50421,79.59778585,16.33116431
Worcester County,Massachusetts,820320,383705,46.77503901,198778,157682,51.8049022,41.0945909
Alcona County,Michigan,10360,6198,59.82625483,1732,4201,27.94449823,67.77992901
Alger County,Michigan,9129,4518,49.49063424,1663,2585,36.80832227,57.21558212
Allegan County,Michigan,114979,55786,48.5184251,18050,34183,32.35578819,61.27523034
Alpena County,Michigan,28663,14698,51.27865192,4877,9090,33.18138522,61.845149
Antrim County,Michigan,23079,13582,58.85003683,4448,8469,32.74922692,62.35458695
Arenac County,Michigan,15138,7696,50.83894834,2384,4950,30.97713098,64.31912682
Baraga County,Michigan,8546,3490,40.83781886,1156,2158,33.12320917,61.83381089
Barry County,Michigan,59810,30329,50.70891155,9114,19202,30.05044677,63.31234132
Bay County,Michigan,104411,52977,50.73890682,21642,28328,40.85169036,53.47226155
Benzie County,Michigan,17534,10228,58.3323828,4108,5539,40.16425499,54.15526007
Berrien County,Michigan,154325,72031,46.67487445,29495,38647,40.94764754,53.65328817
Branch County,Michigan,43466,17663,40.63635945,5061,11786,28.65311668,66.72705656
Calhoun County,Michigan,134344,58902,43.84416126,24157,31494,41.01218974,53.46847306
Cass County,Michigan,51282,22595,44.06029406,7270,14243,32.17526001,63.03606993
Charlevoix County,Michigan,26190,14589,55.70446735,5137,8674,35.21146069,59.45575434
Cheboygan County,Michigan,25455,13672,53.71046946,4302,8683,31.46576946,63.5093622
Chippewa County,Michigan,37683,15456,41.01584269,5379,9122,34.80201863,59.01915114
Clare County,Michigan,30387,13389,44.06160529,4249,8505,31.73500635,63.52229442
Clinton County,Michigan,77617,40655,52.37898914,16492,21636,40.56573607,53.2185463
Crawford County,Michigan,13768,6844,49.70947124,2110,4354,30.82992402,63.61776739
Delta County,Michigan,36196,18492,51.08851807,6436,11121,34.80423967,60.13951979
Dickinson County,Michigan,25499,13165,51.62947567,3923,8580,29.7987087,65.17280668
Eaton County,Michigan,109183,56221,51.49244846,24938,27609,44.35709077,49.10798456
Emmet County,Michigan,32875,18802,57.19239544,6972,10616,37.08116158,56.4620785
Genesee County,Michigan,408926,196296,48.00281714,102751,84175,52.34492807,42.8816685
Gladwin County,Michigan,25154,12472,49.58257136,3794,8124,30.42014112,65.13790892
Gogebic County,Michigan,15340,7329,47.77705346,2925,4018,39.90994679,54.82330468
Grand Traverse County,Michigan,91957,51589,56.10122122,20965,27413,40.63850821,53.13729671
Gratiot County,Michigan,40955,16465,40.20266146,5666,9880,34.41238992,60.00607349
Hillsdale County,Michigan,45773,19940,43.56279903,4799,14095,24.0672016,70.68706118
Houghton County,Michigan,36299,15624,43.04250806,6018,8475,38.51766513,54.24347158
Huron County,Michigan,31486,15917,50.55262656,4579,10692,28.76798392,67.17346234
Ingham County,Michigan,289804,131138,45.25058315,79110,43868,60.3257637,33.45178362
Ionia County,Michigan,64187,26854,41.83713213,8352,16635,31.10151188,61.9460788
Iosco County,Michigan,25284,13361,52.84369562,4345,8345,32.52002096,62.45789986
Iron County,Michigan,11167,5910,52.92379332,2004,3675,33.90862944,62.18274112
Isabella County,Michigan,71263,25392,35.63139357,11404,12338,44.91178324,48.59010712
Jackson County,Michigan,158277,69677,44.02218895,25795,39793,37.02082466,57.1106678
Kalamazoo County,Michigan,261304,126299,48.33412424,67148,51034,53.16589997,40.40728747
Kalkaska County,Michigan,17263,8833,51.16723629,2280,6116,25.8122948,69.24034869
Kent County,Michigan,643858,308184,47.86521252,138683,148180,45.0000649,48.0816655
Keweenaw County,Michigan,2139,1434,67.04067321,527,814,36.75034868,56.76429568
Lake County,Michigan,11853,5328,44.95064541,1939,3159,36.39264264,59.29054054
Lapeer County,Michigan,88171,45183,51.24474033,12734,30037,28.18316624,66.47854281
Leelanau County,Michigan,21507,14757,68.61486958,6774,7239,45.90363895,49.05468591
Lenawee County,Michigan,98496,45939,46.64047271,16750,26430,36.46139446,57.53281526
Livingston County,Michigan,188547,105866,56.14833437,34384,65680,32.47879395,62.04069295
Luce County,Michigan,6335,2579,40.71033938,681,1756,26.40558356,68.08840636
Mackinac County,Michigan,10724,6097,56.8537859,2085,3744,34.19714614,61.40724947
Macomb County,Michigan,868534,419312,48.27813304,176317,224665,42.04911856,53.57943488
Manistee County,Michigan,24424,12599,51.58450704,4979,6915,39.51900945,54.88530836
Marquette County,Michigan,66532,32976,49.56411952,16042,14646,48.64750121,44.41411936
Mason County,Michigan,28810,14685,50.97188476,5281,8505,35.96186585,57.91624106
Mecosta County,Michigan,43141,17168,39.79509052,5827,10305,33.94105312,60.02446412
Menominee County,Michigan,23208,10768,46.39779386,3539,6702,32.86589896,62.23997028
Midland County,Michigan,83422,42506,50.95298602,15635,23846,36.78304239,56.10031525
Missaukee County,Michigan,15018,7317,48.72153416,1565,5386,21.38854722,73.60940276
Monroe County,Michigan,149159,74218,49.75764117,26863,43261,36.19472365,58.28909429
Montcalm County,Michigan,62953,26609,42.26804124,7874,16907,29.5914916,63.53865234
Montmorency County,Michigan,9203,5009,54.42790394,1287,3498,25.69375125,69.83429826
Muskegon County,Michigan,173227,78088,45.07842311,37304,36127,47.7717447,46.26447085
Newaygo County,Michigan,47811,22640,47.35311957,6212,15173,27.43816254,67.01855124
Oakland County,Michigan,1251027,664614,53.12547211,343070,289203,51.61943624,43.51443093
Oceana County,Michigan,26311,11930,45.34225229,3973,7228,33.30259849,60.58675608
Ogemaw County,Michigan,20850,10387,49.8177458,3030,6827,29.17107923,65.72638876
Ontonagon County,Michigan,5939,3426,57.68647921,1176,2066,34.32574431,60.303561
Osceola County,Michigan,23170,10609,45.78765645,2705,7336,25.49721934,69.14883589
Oscoda County,Michigan,8259,4073,49.31589781,1044,2843,25.63221213,69.80112939
Otsego County,Michigan,24408,12538,51.3684038,3556,8266,28.36178019,65.92758016
Ottawa County,Michigan,283712,142734,50.30946876,44973,88467,31.50826012,61.98032704
Presque Isle County,Michigan,12735,7218,56.67844523,2400,4488,33.25020781,62.17788861
Roscommon County,Michigan,23779,13041,54.8425081,4287,8141,32.87324592,62.42619431
Saginaw County,Michigan,192507,94320,48.99562094,44396,45469,47.06955047,48.20716709
St. Clair County,Michigan,159369,78003,48.94490146,24553,49051,31.47699447,62.88347884
St. Joseph County,Michigan,60790,23757,39.08044086,7526,14884,31.67908406,62.65100812
Sanilac County,Michigan,41405,19249,46.4895544,4873,13446,25.31560081,69.85297938
Schoolcraft County,Michigan,7967,4154,52.14007782,1369,2556,32.95618681,61.53105441
Shiawassee County,Michigan,68542,34111,49.76656648,12546,19230,36.77992436,56.37477647
Tuscola County,Michigan,53276,25796,48.41955102,7429,17102,28.79903861,66.29710033
Van Buren County,Michigan,75267,33274,44.20795302,13258,17890,39.84492396,53.76570295
Washtenaw County,Michigan,366135,188578,51.50504595,128483,50631,68.13254993,26.84883709
Wayne County,Michigan,1760612,777838,44.17997833,519444,228993,66.78048643,29.43967767
Wexford County,Michigan,33081,15298,46.24406759,4436,10000,28.99725454,65.36802196
Aitkin County,Minnesota,15754,9231,58.59464263,3134,5516,33.9508179,59.75517279
Anoka County,Minnesota,346526,185758,53.60579004,75500,93339,40.64427912,50.24763402
Becker County,Minnesota,33718,17222,51.07657631,5208,10880,30.2403902,63.17500871
Beltrami County,Minnesota,46008,21564,46.87010955,8688,10783,40.28937117,50.00463736
Benton County,Minnesota,39687,20058,50.54047925,5640,12872,28.11845648,64.1738957
Big Stone County,Minnesota,5002,2755,55.07796881,921,1608,33.43012704,58.36660617
Blue Earth County,Minnesota,66355,33593,50.62617738,14428,15667,42.94942399,46.63769238
Brown County,Minnesota,25272,13779,54.52279202,3763,8708,27.30967414,63.19761957
Carlton County,Minnesota,35555,18211,51.2192378,8460,8160,46.45543902,44.80808303
Carver County,Minnesota,100374,55696,55.48847311,21508,29056,38.61677679,52.16891698
Cass County,Minnesota,29030,15999,55.11195315,4949,9982,30.93318332,62.39139946
Chippewa County,Minnesota,12036,6222,51.69491525,1978,3764,31.79042109,60.49501768
Chisago County,Minnesota,54638,30228,55.32413339,9278,18441,30.69339685,61.00635173
Clay County,Minnesota,63055,29398,46.62278963,12971,13543,44.12204912,46.06775971
Clearwater County,Minnesota,8831,4245,48.06930132,1100,2925,25.91283863,68.90459364
Cook County,Minnesota,5338,3395,63.60059948,1912,1156,56.31811487,34.05007364
Cottonwood County,Minnesota,11367,5721,50.32990235,1678,3679,29.33053662,64.30693935
Crow Wing County,Minnesota,63729,35842,56.24127163,10982,22287,30.64003125,62.18123989
Dakota County,Minnesota,417555,231440,55.42742872,110483,99583,47.73721051,43.02756654
Dodge County,Minnesota,20540,10654,51.86952288,3102,6527,29.11582504,61.26337526
Douglas County,Minnesota,37154,21785,58.63433278,6227,13966,28.583888,64.10833142
Faribault County,Minnesota,13867,7412,53.45063821,2153,4659,29.04749056,62.85752833
Fillmore County,Minnesota,20916,11055,52.85427424,3872,6271,35.02487562,56.72546359
Freeborn County,Minnesota,30449,16051,52.71437486,6041,8808,37.63628434,54.87508566
Goodhue County,Minnesota,46226,25717,55.63319344,9446,14041,36.73056733,54.59812575
Grant County,Minnesota,5930,3473,58.56661046,1105,2063,31.81687302,59.40109415
Hennepin County,Minnesota,1235371,679977,55.04233141,429288,191770,63.13272361,28.20242449
Houston County,Minnesota,18703,10604,56.69678661,4145,5616,39.08902301,52.96114674
Hubbard County,Minnesota,20701,11505,55.57702526,3423,7261,29.75228162,63.11169057
Isanti County,Minnesota,38778,21016,54.19567796,5657,13635,26.9175866,64.8791397
Itasca County,Minnesota,45168,23880,52.86928799,9015,12920,37.75125628,54.1038526
Jackson County,Minnesota,9968,5484,55.01605136,1492,3609,27.20641867,65.80962801
Kanabec County,Minnesota,15912,8177,51.38888889,2327,5230,28.45786963,63.95988749
Kandiyohi County,Minnesota,42697,21772,50.99187297,7266,12785,33.37313981,58.72221202
Kittson County,Minnesota,4320,2385,55.20833333,823,1349,34.50733753,56.56184486
Koochiching County,Minnesota,12610,6363,50.45995242,2306,3569,36.24076693,56.0898947
Lac qui Parle County,Minnesota,6746,3860,57.2190928,1305,2293,33.80829016,59.40414508
Lake County,Minnesota,10514,6521,62.02206582,3077,2932,47.18601441,44.96242908
Lake of the Woods County,Minnesota,3781,2242,59.29648241,553,1540,24.66547725,68.68867083
Le Sueur County,Minnesota,27772,14971,53.90681262,4623,9182,30.87970075,61.33190836
Lincoln County,Minnesota,5703,3019,52.93705068,860,1931,28.48625373,63.96157668
Lyon County,Minnesota,25971,12215,47.03322937,3825,7256,31.31395825,59.40237413
McLeod County,Minnesota,35749,18807,52.60846457,4978,12155,26.46886797,64.63019089
Mahnomen County,Minnesota,5484,2088,38.07439825,930,991,44.54022989,47.46168582
Marshall County,Minnesota,9369,4817,51.41423845,1225,3208,25.43076604,66.5974673
Martin County,Minnesota,19904,10531,52.90896302,2733,7062,25.95195138,67.05915867
Meeker County,Minnesota,23064,12282,53.25182102,3191,8104,25.98111057,65.98273897
Mille Lacs County,Minnesota,25594,13017,50.85957646,3710,8340,28.50119075,64.07006223
Morrison County,Minnesota,32918,17614,53.50871863,3637,12925,20.64834791,73.37913024
Mower County,Minnesota,39567,17715,44.77215862,7437,8823,41.98137172,49.80524979
Murray County,Minnesota,8305,4668,56.20710415,1295,2974,27.74207369,63.71036847
Nicollet County,Minnesota,33720,18097,53.66844603,7886,8437,43.57628336,46.6209869
Nobles County,Minnesota,21878,8632,39.45516044,2733,5299,31.66126043,61.38785913
Norman County,Minnesota,6534,3261,49.90817264,1264,1699,38.76111622,52.10058264
Olmsted County,Minnesota,153272,80129,52.27895506,36268,35668,45.262015,44.51322243
Otter Tail County,Minnesota,57820,32500,56.20892425,9340,20939,28.73846154,64.42769231
Pennington County,Minnesota,14206,6715,47.26875968,2147,4000,31.97319434,59.56813105
Pine County,Minnesota,28866,13811,47.84521582,4580,8191,33.16197234,59.30779813
Pipestone County,Minnesota,9248,4808,51.98961938,1127,3338,23.44009983,69.42595674
Polk County,Minnesota,31698,14796,46.67802385,4712,8979,31.84644499,60.68532036
Pope County,Minnesota,10970,6319,57.60255242,2106,3793,33.32805824,60.02532046
Ramsey County,Minnesota,541502,273143,50.44173429,177738,70894,65.07140948,25.95490274
Red Lake County,Minnesota,3987,1881,47.17832957,540,1141,28.70813397,60.65922382
Redwood County,Minnesota,15216,7611,50.01971609,1887,5137,24.79306267,67.49441598
Renville County,Minnesota,14613,7606,52.04954493,2117,4890,27.83328951,64.29134894
Rice County,Minnesota,65868,32443,49.25456975,14437,15429,44.49958389,47.55725426
Rock County,Minnesota,9392,4839,51.5225724,1373,3091,28.37363092,63.87683406
Roseau County,Minnesota,15557,7804,50.16391335,1856,5451,23.78267555,69.84879549
St. Louis County,Minnesota,199967,112422,56.22027635,57771,44630,51.38762876,39.6986355
Scott County,Minnesota,143309,75029,52.35470208,28502,39948,37.98797798,53.24341255
Sherburne County,Minnesota,93228,48283,51.79023469,13293,31053,27.53142928,64.31456206
Sibley County,Minnesota,14812,7774,52.48447205,1954,5193,25.1350656,66.79958837
Stearns County,Minnesota,157225,79592,50.62299253,25576,47617,32.1338828,59.82636446
Steele County,Minnesota,36644,19179,52.33871848,6241,11198,32.54079983,58.3867772
Stevens County,Minnesota,9810,5398,55.0254842,2116,2799,39.19970359,51.85253798
Swift County,Minnesota,9442,4994,52.89133658,1686,2963,33.76051262,59.33119744
Todd County,Minnesota,24381,11993,49.18994299,2783,8485,23.20520304,70.74960394
Traverse County,Minnesota,3330,1798,53.99399399,630,1049,35.03893215,58.34260289
Wabasha County,Minnesota,21435,11832,55.19944017,3866,6989,32.67410412,59.06862745
Wadena County,Minnesota,13550,6934,51.17343173,1684,4837,24.28612633,69.7577156
Waseca County,Minnesota,18783,9653,51.39221637,2838,5967,29.40018647,61.8149798
Washington County,Minnesota,252502,144235,57.12231982,67086,64428,46.51159566,44.66876972
